#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:04:51 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b46cf1f93	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/65&tab:{VIII/65/nvss}&key:source=nvss&HTTPPRM:&&-ref=VIZ524b46cf1f93&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/65/nvss
#-order=I
#-out=NVSS
#-out=RAJ2000
#-out=DEJ2000
#-out=e_RAJ2000
#-out=e_DEJ2000
#-out=S1.4
#-sort=S1.4
#S1.4=> 1000
#-out=e_S1.4
#-out=polFlux
#-out=polPA
#-out=e_polFlux
#-out=e_polPA
#Image=Image
#

#RESOURCE=yCat_8065
#Name: VIII/65
#Title: 1.4GHz NRAO VLA Sky Survey (NVSS) (Condon+ 1998)
#Table	VIII_65_nvss:
#Name: VIII/65/nvss
#Title: The NVSS Catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	NVSS	(a14)	Source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(F4.1)	Mean error on Dec	[ucd=stat.error;pos.eq.dec]
#Column	S1.4	(F8.1)	Integrated 1.4GHz flux density of radio source	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_S1.4	(F7.1)	Mean error on S1.4	[ucd=stat.error]
#Column	polFlux	(F6.2)	? Integrated linearly polarized flux density	[ucd=phot.flux.density]
#Column	polPA	(F5.1)	[-90,90]? The position angle of polFlux (4)	[ucd=pos.posAng;phys.polarization]
#Column	e_polFlux	(F5.2)	? Mean error on polFlux	[ucd=stat.error]
#Column	e_polPA	(F4.1)	? Mean error on polPA	[ucd=stat.error]
_RAJ2000|_DEJ2000|NVSS|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|S1.4|e_S1.4|polFlux|polPA|e_polFlux|e_polPA
064.15246|-18.85233|041636-185108 |04 16 36.59|-18 51 08.4| 0.03| 0.6|  1248.0|   44.0|  6.09|-46.6| 0.46| 1.4
353.00233|+29.94719|233200+295649 |23 32 00.56|+29 56 49.9| 0.03| 0.6|  1248.3|   37.5|  8.71| 70.8| 0.43| 1.0
267.29817|-28.50428|174911-283015 |17 49 11.56|-28 30 15.4| 0.04| 0.6|  1248.5|   38.0|  7.48|-56.3|23.09| 9.2
344.52479|-27.97206|225805-275819 |22 58 05.95|-27 58 19.4| 0.03| 0.6|  1248.5|   37.5| 11.93|-79.4| 0.47| 0.8
019.56400| -1.34175|011815-012030 |01 18 15.36|-01 20 30.3| 0.03| 0.6|  1248.9|   44.1|  0.57| 72.5| 0.48|15.8
237.30246|+30.78753|154912+304715 |15 49 12.59|+30 47 15.1| 0.03| 0.6|  1249.2|   37.5|  1.67|-67.8| 0.43| 5.0
073.95396| -0.15764|045548-000927 |04 55 48.95|-00 09 27.5| 0.03| 0.6|  1249.9|   44.0|  0.48| 31.2| 0.50|19.4
293.33725|-39.66742|193320-394002 |19 33 20.94|-39 40 02.7| 0.04| 0.6|  1250.0|   47.8| 24.51|  3.9| 0.70| 0.5
350.73608|+58.67194|232256+584019 |23 22 56.66|+58 40 19.0| 0.06| 0.6|  1250.3|   38.3| 49.56|-53.0|19.63| 1.5
097.44271|+50.47142|062946+502817 |06 29 46.25|+50 28 17.1| 0.05| 0.6|  1250.3|   37.5| 50.32|-18.7| 0.43| 0.2
156.33633|+20.17258|102520+201021 |10 25 20.72|+20 10 21.3| 0.03| 0.6|  1250.3|   38.6|164.43| 76.1| 1.45| 0.1
195.14958|+80.91078|130035+805438 |13 00 35.90|+80 54 38.8| 0.19| 0.6|  1250.9|   37.5|  2.19|-84.6| 0.42| 3.7
269.92871|-34.81642|175942-344859 |17 59 42.89|-34 48 59.1| 0.04| 0.6|  1251.5|   45.2| 42.27| 87.4| 1.20| 0.4
165.62975| -9.69031|110231-094125 |11 02 31.14|-09 41 25.1| 0.03| 0.6|  1252.3|   37.6|  2.08| 65.7| 0.48| 4.4
201.90942| -2.05311|132738-020311 |13 27 38.26|-02 03 11.2| 0.03| 0.6|  1252.8|   43.5|109.44|-29.3| 0.53| 0.1
162.95333|+21.33133|105148+211952 |10 51 48.80|+21 19 52.8| 0.03| 0.6|  1253.1|   37.6| 28.63|-25.1| 0.40| 0.3
271.94425| +6.43128|180746+062552 |18 07 46.62|+06 25 52.6| 0.03| 0.6|  1253.5|   42.9| 29.48| -2.8| 0.66| 0.4
040.64967|-21.54050|024235-213225 |02 42 35.92|-21 32 25.8| 0.03| 0.6|  1254.9|   37.7| -0.07|     | 0.44|
125.65375|+51.20808|082236+511229 |08 22 36.90|+51 12 29.1| 0.05| 0.6|  1255.9|   37.7|  1.51| 87.6| 0.44| 5.5
263.41304|-32.90017|173339-325400 |17 33 39.13|-32 54 00.6| 0.04| 0.6|  1257.3|   38.3|  9.10| 38.0|36.20| 9.7
348.48962|+61.51169|231357+613042 |23 13 57.51|+61 30 42.1| 0.06| 0.6|  1258.0|   39.1|  6.08| 57.9| 9.67| 8.3
023.05083| -6.87689|013212-065236 |01 32 12.20|-06 52 36.8| 0.03| 0.6|  1258.9|   37.8|  0.99| 48.7| 0.47| 9.1
296.57917| +0.33942|194619+002021 |19 46 19.00|+00 20 21.9| 0.03| 0.6|  1259.6|   44.2| 70.21| -2.0| 0.61| 0.2
130.52121|+18.59494|084205+183541 |08 42 05.09|+18 35 41.8| 0.03| 0.6|  1259.7|   37.8| 31.79| 32.8| 0.40| 0.2
003.85146|-38.07633|001524-380434 |00 15 24.35|-38 04 34.8| 0.04| 0.6|  1259.8|   43.6| 12.73|-10.3| 0.56| 0.8
187.19017|-21.43744|122845-212614 |12 28 45.64|-21 26 14.8| 0.03| 0.6|  1259.8|   42.0| 71.78|-84.9| 0.65| 0.1
009.35137|+60.50283|003724+603010 |00 37 24.33|+60 30 10.2| 0.06| 0.6|  1260.1|   44.2| 49.50| 83.0| 0.56| 0.2
341.76633|-36.96222|224703-365744 |22 47 03.92|-36 57 44.0| 0.04| 0.6|  1260.7|   37.8| 13.35| 73.1| 0.48| 0.7
293.21408|-27.90053|193251-275401 |19 32 51.38|-27 54 01.9| 0.03| 0.6|  1261.7|   44.0|  6.89| 22.7| 0.60| 1.6
102.81479|+45.15689|065115+450924 |06 51 15.55|+45 09 24.8| 0.04| 0.6|  1261.7|   40.2| 54.59| 89.3| 0.91| 0.2
065.94533|-34.04486|042346-340241 |04 23 46.88|-34 02 41.5| 0.04| 0.6|  1262.3|   41.9| 25.25| 52.6| 0.66| 0.4
121.88996|-17.41467|080733-172452 |08 07 33.59|-17 24 52.8| 0.03| 0.6|  1263.0|   44.3|  1.65|-82.1| 0.49| 5.4
207.96937|-14.82086|135152-144915 |13 51 52.65|-14 49 15.1| 0.03| 0.6|  1263.0|   37.9|  0.22| 23.1| 0.46|40.0
030.16204|+44.45433|020038+442715 |02 00 38.89|+44 27 15.6| 0.04| 0.6|  1263.7|   37.9| 20.82|-43.3| 0.45| 0.4
151.13725|+31.86431|100432+315151 |10 04 32.94|+31 51 51.5| 0.04| 0.6|  1263.8|   37.9| 11.71| 15.2| 0.45| 0.7
239.05837| -6.37658|155614-062235 |15 56 14.01|-06 22 35.7| 0.03| 0.6|  1265.7|   38.0|  0.83| 84.8| 0.50|11.4
342.43729|+13.51939|224944+133109 |22 49 44.95|+13 31 09.8| 0.03| 0.6|  1266.1|   38.0|  2.53|-15.4| 0.42| 3.3
076.98579|-38.71050|050756-384237 |05 07 56.59|-38 42 37.8| 0.04| 0.6|  1266.6|   44.6|  7.97| 23.0| 0.50| 1.2
038.89742|+29.14933|023535+290857 |02 35 35.38|+29 08 57.6| 0.03| 0.6|  1267.5|   43.4|  3.51| 44.3| 0.53| 2.7
267.19779|-28.35583|174847-282121 |17 48 47.47|-28 21 21.0| 0.04| 0.6|  1267.7|   39.1| 15.68|-37.7|10.71| 3.0
173.80433| -0.35539|113513-002119 |11 35 13.04|-00 21 19.4| 0.03| 0.6|  1267.8|   38.0|  2.92| 39.2| 0.45| 3.0
306.29512|+33.71669|202510+334300 |20 25 10.83|+33 43 00.1| 0.04| 0.6|  1268.0|   38.0|  7.32|-65.4| 0.57| 1.5
052.49021|+27.93772|032957+275615 |03 29 57.65|+27 56 15.8| 0.03| 0.6|  1268.2|   38.0|  1.94|-30.7| 0.46| 4.4
227.33254|+47.44892|150919+472656 |15 09 19.81|+47 26 56.1| 0.04| 0.6|  1268.3|   38.0|  0.76| 11.7| 0.40|10.1
125.18358|+18.22233|082044+181320 |08 20 44.06|+18 13 20.4| 0.03| 0.6|  1268.4|   38.1| 47.30| 61.3| 0.43| 0.2
121.17558|+30.21042|080442+301237 |08 04 42.14|+30 12 37.5| 0.03| 0.6|  1268.9|   38.1|  5.79| 86.5| 0.42| 1.4
198.77292|-18.97094|131505-185815 |13 15 05.50|-18 58 15.4| 0.03| 0.6|  1269.1|   38.1|  8.71|-84.2| 0.48| 1.1
010.51904|+23.33358|004204+232000 |00 42 04.57|+23 20 00.9| 0.03| 0.6|  1269.3|   38.1|  4.63| 41.5| 0.41| 1.7
187.04904|+20.38864|122811+202319 |12 28 11.77|+20 23 19.1| 0.03| 0.6|  1269.5|   44.6| 56.89|-28.6| 0.45| 0.1
102.12100| -2.36928|064829-022209 |06 48 29.04|-02 22 09.4| 0.03| 0.6|  1269.7|   40.8|  7.24| 71.2| 1.02| 1.9
207.70896|-13.20314|135050-131211 |13 50 50.15|-13 12 11.3| 0.03| 0.6|  1270.2|   38.1|  1.62| 29.6| 0.46| 5.4
186.66737|-26.50064|122640-263002 |12 26 40.17|-26 30 02.3| 0.03| 0.6|  1270.4|   38.1|  1.97| 11.2| 0.48| 4.7
242.51158| -9.31667|161002-091900 |16 10 02.78|-09 19 00.0| 0.03| 0.6|  1271.0|   41.1| 23.10| 22.0| 1.00| 0.6
260.27746|-37.45056|172106-372702 |17 21 06.59|-37 27 02.0| 0.04| 0.6|  1271.1|   42.6|  3.40| 36.9| 1.75| 5.5
111.76892| -2.08939|072704-020521 |07 27 04.54|-02 05 21.8| 0.03| 0.6|  1272.7|   42.1| 24.23| 13.4| 0.73| 0.5
271.27654|+11.02569|180506+110132 |18 05 06.37|+11 01 32.5| 0.03| 0.6|  1272.8|   44.8|      |     |     |
322.36075|+84.89072|212926+845326 |21 29 26.58|+84 53 26.6| 0.34| 0.6|  1273.2|   44.2| 75.69| 50.6| 0.43| 0.1
094.38821|+54.07428|061733+540427 |06 17 33.17|+54 04 27.4| 0.05| 0.6|  1274.4|   45.0|  1.10|  5.0| 0.44| 7.7
129.43758|+65.22661|083745+651335 |08 37 45.02|+65 13 35.8| 0.07| 0.6|  1274.6|   41.7|  3.21| 71.7| 0.72| 3.4
293.66950| +7.52364|193440+073125 |19 34 40.68|+07 31 25.1| 0.03| 0.6|  1274.7|   38.2|      |     |     |
154.45737|+27.53547|101749+273207 |10 17 49.77|+27 32 07.7| 0.03| 0.6|  1274.7|   38.2| 62.13|-77.5| 0.42| 0.1
124.39625|+22.61997|081735+223711 |08 17 35.10|+22 37 11.9| 0.03| 0.6|  1276.2|   43.8| 74.77|-47.9| 0.51| 0.1
149.52021|-29.06856|095804-290406 |09 58 04.85|-29 04 06.8| 0.03| 0.6|  1276.5|   38.3|  8.05| 35.0| 0.45| 1.1
329.67487|+29.98569|215841+295908 |21 58 41.97|+29 59 08.5| 0.03| 0.6|  1276.8|   38.3|  5.43| 25.6| 0.46| 1.6
102.05037|-39.96506|064812-395754 |06 48 12.09|-39 57 54.2| 0.04| 0.6|  1277.3|   44.7| 59.88| -7.9| 1.09| 0.2
199.03312|-33.64986|131607-333859 |13 16 07.95|-33 38 59.5| 0.04| 0.6|  1277.7|   38.3| 13.58| 45.0| 0.53| 0.7
335.96950| -2.17458|222352-021028 |22 23 52.68|-02 10 28.5| 0.03| 0.6|  1278.3|   44.1|121.33| 14.6| 1.34| 0.1
089.49983|-28.93019|055759-285548 |05 57 59.96|-28 55 48.7| 0.03| 0.6|  1278.5|   38.4|  2.20| 71.3| 0.44| 3.9
330.30887|-37.77997|220114-374647 |22 01 14.13|-37 46 47.9| 0.04| 0.6|  1279.0|   43.7| 74.82| 32.2| 0.60| 0.1
344.29446|-36.46194|225710-362743 |22 57 10.67|-36 27 43.0| 0.04| 0.6|  1279.7|   45.2|  1.52|-11.5| 0.51| 6.3
113.47833| +2.03950|073354+020222 |07 33 54.80|+02 02 22.2| 0.03| 0.6|  1279.7|   45.1| 34.94| 24.3| 0.46| 0.2
186.21850| +3.51392|122452+033050 |12 24 52.44|+03 30 50.1| 0.03| 0.6|  1280.3|   38.4|  8.77| 83.5| 0.50| 1.1
027.66004|-29.51831|015038-293105 |01 50 38.41|-29 31 05.9| 0.03| 0.6|  1280.6|   46.9| 10.79| -9.8| 0.75| 1.0
296.99979| -9.33758|194759-092015 |19 47 59.95|-09 20 15.3| 0.03| 0.6|  1280.9|   38.4|  4.64| 88.7| 0.55| 2.3
112.51363|-18.54394|073003-183238 |07 30 03.27|-18 32 38.2| 0.04| 0.6|  1281.9|   39.0|  0.42|-78.1|36.65|90.0
207.41250|+21.12472|134939+210729 |13 49 39.00|+21 07 29.0| 0.03| 0.6|  1282.0|   38.5|  2.37|-54.3| 0.44| 3.5
284.11083| +2.37000|185626+022212 |18 56 26.60|+02 22 12.0| 0.03| 0.6|  1283.1|   39.3|  5.14| 57.6|16.21|11.3
354.97717|-33.17097|233954-331015 |23 39 54.52|-33 10 15.5| 0.04| 0.6|  1284.3|   38.5|  2.99|-77.3| 0.48| 3.1
256.29262|-24.75783|170510-244528 |17 05 10.23|-24 45 28.2| 0.03| 0.6|  1284.6|   39.5|143.53| 53.6|11.82| 0.4
359.25279|-34.75881|235700-344531 |23 57 00.67|-34 45 31.7| 0.04| 0.6|  1284.7|   43.3|  0.70| -3.6| 1.58|23.6
302.23517|+52.22528|200856+521331 |20 08 56.44|+52 13 31.0| 0.05| 0.6|  1284.9|   38.5| 20.04| 72.5| 0.51| 0.5
108.62250|+45.67003|071429+454012 |07 14 29.40|+45 40 12.1| 0.04| 0.6|  1284.9|   44.2| 48.64| 82.0| 1.20| 0.3
017.36304|+73.18114|010927+731052 |01 09 27.13|+73 10 52.1| 0.10| 0.6|  1285.0|   41.4|123.73|-72.6| 3.30| 0.2
083.97567|+22.03881|053554+220219 |05 35 54.16|+22 02 19.7| 0.03| 0.6|  1285.1|   42.9| 41.22|-83.6| 2.77| 0.6
252.22525|+42.90019|164854+425400 |16 48 54.06|+42 54 00.7| 0.04| 0.6|  1285.2|   38.6|  5.55| 47.9| 0.40| 1.4
295.05704|-22.99861|194013-225955 |19 40 13.69|-22 59 55.0| 0.03| 0.6|  1286.0|   38.6| 76.13|  2.8| 0.50| 0.1
266.81704|-19.33192|174716-191954 |17 47 16.09|-19 19 54.9| 0.03| 0.6|  1286.2|   44.8| 96.53|-78.3| 0.71| 0.1
293.45083|-26.55764|193348-263327 |19 33 48.20|-26 33 27.5| 0.03| 0.6|  1288.4|   40.9| 67.55| 60.8| 1.18| 0.2
291.04929|-15.81733|192411-154902 |19 24 11.83|-15 49 02.4| 0.03| 0.6|  1288.5|   38.7|  2.48|-83.7| 0.50| 3.9
140.37229|-26.31194|092129-261843 |09 21 29.35|-26 18 43.0| 0.03| 0.6|  1290.4|   38.7| 12.15|  9.0| 0.44| 0.7
249.75404|-23.49900|163900-232956 |16 39 00.97|-23 29 56.4| 0.03| 0.6|  1291.0|   38.7|  5.87| 72.7| 0.56| 1.8
194.33629|-33.57814|125720-333441 |12 57 20.71|-33 34 41.3| 0.04| 0.6|  1291.2|   44.4| 36.75| 80.9| 0.62| 0.3
330.48504|-33.35089|220156-332103 |22 01 56.41|-33 21 03.2| 0.04| 0.6|  1291.4|   43.9| 46.46|-14.1| 0.64| 0.2
048.68192|+43.23472|031443+431405 |03 14 43.66|+43 14 05.0| 0.04| 0.6|  1291.6|   38.8|  9.59| 59.9| 0.49| 1.0
346.23175|-34.52478|230455-343129 |23 04 55.62|-34 31 29.2| 0.04| 0.6|  1292.1|   44.2|  3.04| -1.4| 0.58| 3.4
347.84171|+25.79639|231122+254747 |23 11 22.01|+25 47 47.0| 0.03| 0.6|  1293.1|   38.8|  2.50| 42.3| 0.39| 3.1
274.75171|-15.01911|181900-150108 |18 19 00.41|-15 01 08.8| 0.03| 0.6|  1293.5|   41.0|  5.06| 29.1| 4.59| 6.1
350.60833|+50.96444|232226+505752 |23 22 26.00|+50 57 52.0| 0.05| 0.6|  1293.5|   38.8| 19.95| 18.8| 0.45| 0.4
247.91463|-26.94578|163139-265644 |16 31 39.51|-26 56 44.8| 0.03| 0.6|  1294.2|   42.8| 29.10|-61.5| 0.91| 0.5
184.37429| +3.61222|121729+033644 |12 17 29.83|+03 36 44.0| 0.03| 0.6|  1295.2|   43.0|  9.96|-29.0| 1.96| 1.9
215.00746|-37.72636|142001-374334 |14 20 01.79|-37 43 34.9| 0.04| 0.6|  1295.4|   38.9|  3.02| 52.4| 0.51| 3.2
299.62217|+51.84361|195829+515037 |19 58 29.32|+51 50 37.0| 0.05| 0.6|  1295.7|   40.1|  9.11| 14.8| 1.87| 2.1
029.19804|-36.26897|015647-361608 |01 56 47.53|-36 16 08.3| 0.04| 0.6|  1296.9|   38.9| 16.82|  8.2| 0.43| 0.5
065.97187|+34.86244|042353+345144 |04 23 53.25|+34 51 44.8| 0.04| 0.6|  1297.0|   38.9| 11.62| 59.9| 0.48| 0.8
320.81792|+15.80169|212316+154806 |21 23 16.30|+15 48 06.1| 0.03| 0.6|  1298.1|   38.9| 13.92|-67.9| 0.43| 0.6
000.22108|+40.90053|000053+405401 |00 00 53.06|+40 54 01.9| 0.04| 0.6|  1300.2|   39.0|  0.97|-35.6| 0.42| 8.3
048.84492| -3.27950|031522-031646 |03 15 22.78|-03 16 46.2| 0.03| 0.6|  1300.6|   41.3| 36.60| 79.4| 1.01| 0.4
017.15783|-28.85769|010837-285127 |01 08 37.88|-28 51 27.7| 0.03| 0.6|  1301.8|   39.1|  1.51| 67.5| 0.46| 5.8
357.70925|-24.95000|235050-245700 |23 50 50.22|-24 57 00.0| 0.03| 0.6|  1302.0|   42.2| 51.51| -1.4| 0.83| 0.2
012.73762|+51.20047|005057+511201 |00 50 57.03|+51 12 01.7| 0.05| 0.6|  1302.8|   45.6| 42.14| -9.7| 0.50| 0.2
206.09896|+14.15425|134423+140915 |13 44 23.75|+14 09 15.3| 0.03| 0.6|  1302.8|   39.1|  2.45| 78.3| 0.44| 3.5
278.61037| -9.26778|183426-091604 |18 34 26.49|-09 16 04.0| 0.03| 0.6|  1303.8|   40.6|  9.70| 10.8| 6.15| 3.7
218.94600|+76.09064|143547+760526 |14 35 47.04|+76 05 26.3| 0.12| 0.6|  1303.8|   39.1|  1.09| 83.9| 0.44| 7.9
198.40783|+54.97342|131337+545824 |13 13 37.88|+54 58 24.3| 0.05| 0.6|  1304.6|   39.1| -0.28|     | 0.39|
297.35142|-23.45322|194924-232711 |19 49 24.34|-23 27 11.6| 0.03| 0.6|  1305.0|   39.2| 11.60|-87.2| 0.50| 0.8
049.57392|+41.86986|031817+415211 |03 18 17.74|+41 52 11.5| 0.04| 0.6|  1305.5|   42.9| 21.64| 64.4| 2.05| 0.9
054.70087|-35.37197|033848-352219 |03 38 48.21|-35 22 19.1| 0.04| 0.6|  1305.7|   44.4| 57.03|  2.8| 0.62| 0.2
017.78829|-13.96275|011109-135745 |01 11 09.19|-13 57 45.9| 0.03| 0.6|  1306.6|   44.5| 14.85|-60.0| 1.27| 1.0
203.23487| +2.01292|133256+020046 |13 32 56.37|+02 00 46.5| 0.03| 0.6|  1309.3|   45.7| 98.36|-51.7| 0.50| 0.1
275.51350| -2.38003|182203-022248 |18 22 03.24|-02 22 48.1| 0.03| 0.6|  1309.4|   43.5| 12.25| -5.0| 1.07| 1.4
277.29550|-10.88733|182910-105314 |18 29 10.92|-10 53 14.4| 0.03| 0.6|  1309.5|   40.3|  5.45| 46.0|13.78| 9.9
071.69517|+50.62697|044646+503737 |04 46 46.84|+50 37 37.1| 0.05| 0.6|  1310.0|   43.6| 23.94| 29.3| 0.66| 0.4
024.98950| +1.53092|013957+013151 |01 39 57.48|+01 31 51.3| 0.03| 0.6|  1310.5|   50.3| 24.34| 57.0| 0.57| 0.4
310.69417|+42.96975|204246+425811 |20 42 46.60|+42 58 11.1| 0.05| 0.6|  1311.3|   40.0| -0.05|     |38.42|
293.04492|+44.90636|193210+445422 |19 32 10.78|+44 54 22.9| 0.04| 0.6|  1313.0|   39.4|  2.37|-11.0| 0.50| 4.2
131.70429|-29.71225|084649-294244 |08 46 49.03|-29 42 44.1| 0.03| 0.6|  1313.2|   39.4| 23.70|  7.3| 0.47| 0.4
128.32833|+51.05217|083318+510307 |08 33 18.80|+51 03 07.8| 0.05| 0.6|  1313.5|   41.1| 93.55|-87.4| 1.18| 0.1
264.46062| +3.42625|173750+032534 |17 37 50.55|+03 25 34.5| 0.03| 0.6|  1315.0|   39.5|      |     |     |
279.56546| -5.49503|183815-052942 |18 38 15.71|-05 29 42.1| 0.03| 0.6|  1315.7|   45.5|  4.73| 16.3| 1.43| 3.7
211.68375|+34.19061|140644+341126 |14 06 44.10|+34 11 26.2| 0.04| 0.6|  1316.1|   46.3|  1.64| 54.5| 0.46| 5.3
083.47762|-23.74153|053354-234429 |05 33 54.63|-23 44 29.5| 0.03| 0.6|  1316.9|   39.5|  1.83| 17.4| 0.47| 4.9
080.19796|+45.47656|052047+452835 |05 20 47.51|+45 28 35.6| 0.04| 0.6|  1317.0|   39.5|  0.95|  5.3| 0.44| 9.1
350.49937|+27.54631|232159+273246 |23 21 59.85|+27 32 46.7| 0.03| 0.6|  1317.8|   39.5|  7.62| 11.4| 0.43| 1.1
199.10604|-12.43739|131625-122614 |13 16 25.45|-12 26 14.6| 0.03| 0.6|  1318.2|   46.4|  3.03|-17.0| 0.48| 2.9
241.55292| +0.00761|160612+000027a|16 06 12.70|+00 00 27.4| 0.03| 0.6|  1319.1|   39.6| 67.66|-59.8| 0.47| 0.1
344.67029|+58.78394|225840+584702 |22 58 40.87|+58 47 02.2| 0.06| 0.6|  1320.1|   47.7|  4.90|-41.7| 1.10| 3.3
161.68708|-36.02339|104644-360124 |10 46 44.90|-36 01 24.2| 0.04| 0.6|  1320.2|   41.9| 53.85|-65.5| 1.16| 0.3
233.71854| +1.51758|153452+013103 |15 34 52.45|+01 31 03.3| 0.03| 0.6|  1320.4|   39.6|  5.51|-71.8| 0.46| 1.6
069.74629|+48.81306|043859+484847 |04 38 59.11|+48 48 47.0| 0.05| 0.6|  1320.5|   39.6|  1.13| 74.4| 0.51| 8.5
226.51271| -9.32014|150603-091912 |15 06 03.05|-09 19 12.5| 0.03| 0.6|  1320.7|   39.6|  5.84|-72.5| 0.52| 1.7
276.00329| +1.81006|182400+014836 |18 24 00.79|+01 48 36.2| 0.03| 0.6|  1320.7|   39.6|  2.27|-12.3| 0.66| 5.7
258.75600| -3.35889|171501-032132 |17 15 01.44|-03 21 32.0| 0.03| 0.6|  1320.9|   39.6|  0.74|-89.1| 0.59|14.9
349.60887|+67.89597|231826+675345 |23 18 26.13|+67 53 45.5| 0.08| 0.6|  1321.5|   46.7| 56.90|-29.0| 0.54| 0.2
002.12217| -5.97936|000829-055845 |00 08 29.32|-05 58 45.7| 0.03| 0.6|  1321.9|   39.7|  0.85|  0.2| 0.44|10.1
015.69433|+46.41058|010246+462438 |01 02 46.64|+46 24 38.1| 0.04| 0.6|  1321.9|   42.7| 53.51| 37.9| 0.80| 0.2
066.57988| +4.84050|042619+045025 |04 26 19.17|+04 50 25.8| 0.03| 0.6|  1324.8|   42.1|153.59|-35.0| 1.10| 0.1
123.24783|+32.71822|081259+324305 |08 12 59.48|+32 43 05.6| 0.04| 0.6|  1325.2|   42.6| 67.84| 71.6| 0.83| 0.2
264.30167| -7.53914|173712-073220 |17 37 12.40|-07 32 20.9| 0.03| 0.6|  1326.2|   42.5|  6.83|-47.2| 1.18| 2.3
295.16467|+27.51058|194039+273038 |19 40 39.52|+27 30 38.1| 0.03| 0.6|  1327.7|   39.8| 35.33| 87.1| 0.54| 0.3
084.62937|-13.24275|053831-131433 |05 38 31.05|-13 14 33.9| 0.03| 0.6|  1328.3|   39.9|  8.78| -1.8| 0.48| 1.0
253.24337| +0.31903|165258+001908 |16 52 58.41|+00 19 08.5| 0.03| 0.6|  1328.5|   39.9|  3.31|-74.4| 0.51| 3.0
322.84633|-31.35367|213123-312113 |21 31 23.12|-31 21 13.2| 0.04| 0.6|  1328.7|   39.9|  3.91|  9.4| 0.47| 2.4
319.62946|+18.27642|211831+181635 |21 18 31.07|+18 16 35.1| 0.03| 0.6|  1329.0|   46.5|  5.53| 77.6| 0.53| 1.8
121.40421| -0.97069|080537-005814 |08 05 37.01|-00 58 14.5| 0.03| 0.6|  1329.1|   47.2|  2.19| 48.9| 0.90| 5.6
235.53112| -9.46178|154207-092742 |15 42 07.47|-09 27 42.4| 0.03| 0.6|  1329.2|   39.9| 21.12| 66.0| 0.48| 0.4
261.93283|+73.84806|172743+735053 |17 27 43.88|+73 50 53.0| 0.11| 0.6|  1330.0|   51.5| 20.45| 11.7| 0.53| 0.5
332.85075|-13.46947|221124-132810 |22 11 24.18|-13 28 10.1| 0.03| 0.6|  1330.0|   39.9| 21.51|-21.0| 0.46| 0.4
250.95479|-15.43989|164349-152623 |16 43 49.15|-15 26 23.6| 0.03| 0.6|  1330.4|   42.0| 87.56|-49.8| 1.38| 0.2
283.32467|-36.47811|185317-362841 |18 53 17.92|-36 28 41.2| 0.04| 0.6|  1330.7|   39.9|  2.52| 49.4| 0.48| 3.8
083.81046|+22.13264|053514+220757 |05 35 14.51|+22 07 57.5| 0.04| 0.6|  1331.1|   40.5|117.59| -1.4|35.00| 0.8
145.80308| +2.72431|094312+024327 |09 43 12.74|+02 43 27.5| 0.03| 0.6|  1331.5|   47.0| 19.63|-31.6| 0.45| 0.4
274.79546|-16.16744|181910-161002 |18 19 10.91|-16 10 02.8| 0.04| 0.6|  1332.1|   40.6| 18.42| 35.0|40.90| 5.0
101.32017| +5.52556|064516+053132 |06 45 16.84|+05 31 32.0| 0.03| 0.6|  1333.5|   43.6| 17.09|-25.4| 0.82| 0.7
239.15146|+42.95267|155636+425709 |15 56 36.35|+42 57 09.6| 0.04| 0.6|  1333.8|   46.4| 82.27|-38.2| 0.45| 0.1
094.98767|-37.19544|061957-371143 |06 19 57.04|-37 11 43.6| 0.04| 0.6|  1333.8|   46.4|162.05| 58.1| 1.08| 0.1
