#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:03:14 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b42ba3871	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/79A&tab:{VIII/79A/catalog}&key:source=VIII/79A/catalog&HTTPPRM:&-ref=VIZ524b42ba3871&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&Si=> 10&-ignore=SPECFIND=*&SPECFIND=SPECFIND&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/79A/catalog
#-order=I
#-out=VLSS
#-out=RAJ2000
#-out=e_RAJ2000
#-out=DEJ2000
#-out=e_DEJ2000
#-out=Si
#-sort=Si
#Si=> 10
#-out=e_Si
#SPECFIND=SPECFIND
#

#RESOURCE=yCat_8079
#Name: VIII/79A
#Title: The VLA Low-frequency Sky Survey at 74MHz (Cohen+ 2007)
#Table	VIII_79A_catalog:
#Name: VIII/79A/catalog
#Title: The VLSS Catalog, Version 2007-06-26
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	VLSS	(a12)	VLSS name {\em(Name derived from truncated J2000 position; a suffix {\bf A} or {\bf B} was added in case of name collision)}	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	Mean error on Declination	[ucd=stat.error;pos.eq.dec]
#Column	Si	(F8.2)	Integrated flux density at 74MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	e_Si	(F7.2)	? Mean error on Si (1)	[ucd=stat.error]
_RAJ2000|_DEJ2000|VLSS|RAJ2000|e_RAJ2000|DEJ2000|e_DEJ2000|Si|e_Si
254.87225|+47.04703|1659.4+4702 |16 59 29.34| 0.28|+47 02 49.3| 3.1|   28.59|   2.89
186.26771|+12.88806|1225.0+1253 |12 25 04.25| 0.21|+12 53 17.0| 3.5|   28.69|   2.98
351.33267|-12.12369|2325.3-1207 |23 25 19.84| 0.20|-12 07 25.3| 3.0|   28.69|   2.92
027.64817|-29.53367|0150.5-2932 |01 50 35.56| 0.22|-29 32 01.2| 3.1|   28.70|   2.89
031.38587|+64.82808|0205.5+6449 |02 05 32.61| 0.82|+64 49 41.1| 3.6|   28.70|   2.87
177.48617|+12.78858|1149.9+1247 |11 49 56.68| 0.20|+12 47 18.9| 3.0|   28.75|   2.92
136.63329|+16.76992|0906.5+1646 |09 06 31.99| 0.20|+16 46 11.7| 3.0|   28.78|   2.95
280.45296|+79.79367|1841.8+7947 |18 41 48.71| 1.12|+79 47 37.2| 3.1|   28.81|   2.94
261.08196|+50.95900|1724.3+5057 |17 24 19.67| 0.30|+50 57 32.4| 3.1|   28.95|   2.93
014.39463| -1.39006|0057.5-0123 |00 57 34.71| 0.19|-01 23 24.2| 3.1|   29.02|   2.93
001.59429| -0.07397|0006.3-0004 |00 06 22.63| 0.19|-00 04 26.3| 3.0|   29.07|   2.95
146.91775| +7.41728|0947.6+0725 |09 47 40.26| 0.20|+07 25 02.2| 3.1|   29.44|   2.98
312.05000| +7.02075|2048.2+0701 |20 48 12.00| 0.19|+07 01 14.7| 3.0|   29.44|   3.00
061.95221|-12.19169|0407.8-1211 |04 07 48.53| 0.20|-12 11 30.1| 3.0|   29.46|   3.00
038.59921|+31.57142|0234.3+3134 |02 34 23.81| 0.22|+31 34 17.1| 3.0|   29.54|   3.01
188.86004|+21.34200|1235.4+2120 |12 35 26.41| 0.23|+21 20 31.2| 3.1|   29.63|   2.98
286.87425| +7.14661|1907.4+0708 |19 07 29.82| 0.21|+07 08 47.8| 3.4|   29.88|   3.05
175.85475|+22.11586|1143.4+2206 |11 43 25.14| 0.21|+22 06 57.1| 3.0|   29.93|   2.99
121.20025|+10.25658|0804.8+1015 |08 04 48.06| 0.19|+10 15 23.7| 3.0|   29.94|   3.00
030.05183|-30.89017|0200.2-3053 |02 00 12.44| 0.22|-30 53 24.6| 3.0|   30.00|   3.06
174.99329|+65.79686|1139.9+6547 |11 39 58.39| 0.47|+65 47 48.7| 3.0|   30.14|   3.06
202.78454|+30.50908|1331.1+3030 |13 31 08.29| 0.22|+30 30 32.7| 3.0|   30.26|   3.08
287.77446| +9.10911|1911.0+0906 |19 11 05.87| 0.26|+09 06 32.8| 4.2|   30.26|   3.06
099.13333|-20.53078|0636.5-2031 |06 36 32.00| 0.21|-20 31 50.8| 4.2|   30.33|   3.02
237.49250|+62.68881|1549.9+6241 |15 49 58.20| 0.42|+62 41 19.7| 3.0|   30.41|   3.09
284.84767|+12.98633|1859.3+1259 |18 59 23.44| 0.20|+12 59 10.8| 3.0|   30.50|   3.05
107.94712|-20.71922|0711.7-2043 |07 11 47.31| 0.20|-20 43 09.2| 3.0|   30.60|   3.12
194.04700| -5.78983|1256.1-0547 |12 56 11.28| 0.19|-05 47 23.4| 3.0|   30.63|   3.06
100.78025|+23.31744|0643.1+2319 |06 43 07.26| 0.21|+23 19 02.8| 3.0|   30.70|   3.12
185.14138|+33.71942|1220.5+3343 |12 20 33.93| 0.23|+33 43 09.9| 3.0|   30.80|   3.08
020.11308|-15.33761|0120.4-1520 |01 20 27.14| 0.20|-15 20 15.4| 3.0|   30.82|   3.13
305.53558|+10.01981|2022.1+1001 |20 22 08.54| 0.19|+10 01 11.3| 3.0|   30.84|   3.14
180.09158|+73.01286|1200.3+7300 |12 00 21.98| 0.65|+73 00 46.3| 3.0|   30.87|   3.09
282.33767| -0.91236|1849.3-0054 |18 49 21.04| 0.37|-00 54 44.5| 6.2|   30.91|   3.37
006.12625|-29.48072|0024.5-2928 |00 24 30.30| 0.22|-29 28 50.6| 3.0|   30.97|   3.17
017.23279|+13.37069|0108.9+1322 |01 08 55.87| 0.20|+13 22 14.5| 3.1|   31.03|   3.14
211.68425|+34.19050|1406.7+3411 |14 06 44.22| 0.23|+34 11 25.8| 3.0|   31.03|   3.16
017.57725|+31.78808|0110.3+3147 |01 10 18.54| 0.23|+31 47 17.1| 3.0|   31.05|   3.18
316.85187|-25.42936|2107.4-2525 |21 07 24.45| 0.22|-25 25 45.7| 3.2|   31.11|   3.17
007.43946|+63.97806|0029.7+6358 |00 29 45.47| 0.44|+63 58 41.0| 3.1|   31.20|   3.21
071.57508|+39.75192|0446.3+3945 |04 46 18.02| 0.25|+39 45 06.9| 3.0|   31.30|   3.19
047.10879| +4.11403|0308.4+0406 |03 08 26.11| 0.20|+04 06 50.5| 3.1|   31.35|   3.17
160.68550|+12.05956|1042.7+1203 |10 42 44.52| 0.20|+12 03 34.4| 3.0|   31.50|   3.23
167.88317|+35.67883|1111.5+3540 |11 11 31.96| 0.24|+35 40 43.8| 3.0|   31.52|   3.19
152.93996|+46.47117|1011.7+4628 |10 11 45.59| 0.28|+46 28 16.2| 3.0|   31.57|   3.16
245.09033|+17.60783|1620.3+1736 |16 20 21.68| 0.20|+17 36 28.2| 3.0|   31.72|   3.22
009.35333|+60.49797|0037.4+6029 |00 37 24.80| 0.39|+60 29 52.7| 3.1|   31.74|   3.26
081.68146|+32.83389|0526.7+3250 |05 26 43.55| 0.23|+32 50 02.0| 3.1|   31.76|   3.22
174.82067|-32.37761|1139.2-3222 |11 39 16.96| 0.23|-32 22 39.4| 3.1|   31.91|   3.25
029.29517|+28.86069|0157.1+2851 |01 57 10.84| 0.22|+28 51 38.5| 3.1|   32.26|   3.27
059.71621|+10.40261|0358.8+1024 |03 58 51.89| 0.20|+10 24 09.4| 3.1|   32.35|   3.28
116.07242|+37.88778|0744.2+3753 |07 44 17.38| 0.24|+37 53 16.0| 3.0|   32.53|   3.25
295.10529|+60.69258|1940.4+6041 |19 40 25.27| 0.39|+60 41 33.3| 3.0|   32.54|   3.31
143.16767|+79.10867|0932.6+7906 |09 32 40.24| 1.01|+79 06 31.2| 3.0|   32.59|   3.32
073.81046|-30.11156|0455.2-3006 |04 55 14.51| 0.22|-30 06 41.6| 3.0|   32.80|   3.32
111.77067| -2.07819|0727.0-0204 |07 27 04.96| 0.19|-02 04 41.5| 3.1|   32.84|   3.31
190.99037|+16.38075|1243.9+1622 |12 43 57.69| 0.20|+16 22 50.7| 3.0|   32.87|   3.29
216.37071|-29.99872|1425.4-2959 |14 25 28.97| 0.22|-29 59 55.4| 3.1|   32.87|   3.35
223.97887|-11.14958|1455.9-1108 |14 55 54.93| 0.19|-11 08 58.5| 3.0|   32.92|   3.35
204.53325| -6.45231|1338.1-0627 |13 38 07.98| 0.19|-06 27 08.3| 3.0|   33.09|   3.37
165.51683| -1.27056|1102.0-0116 |11 02 04.04| 0.19|-01 16 14.0| 3.0|   33.13|   3.39
319.15087|-20.93042|2116.6-2055 |21 16 36.21| 0.21|-20 55 49.5| 3.0|   33.14|   3.39
222.34283|+63.27031|1449.3+6316 |14 49 22.28| 0.42|+63 16 13.1| 3.0|   33.16|   3.32
120.38921|+14.24575|0801.5+1414 |08 01 33.41| 0.20|+14 14 44.7| 3.0|   33.34|   3.33
017.43283|+73.20083|0109.7+7312 |01 09 43.88| 0.71|+73 12 03.0| 3.2|   33.91|   3.39
317.09421|+49.61053|2108.3+4936 |21 08 22.61| 0.30|+49 36 37.9| 3.1|   34.49|   3.51
009.26717| -1.15197|0037.0-0109 |00 37 04.12| 0.19|-01 09 07.1| 3.0|   35.13|   3.61
152.75071| +6.41142|1011.0+0624 |10 11 00.17| 0.19|+06 24 41.1| 3.0|   35.13|   3.58
010.37962| -9.37033|0041.5-0922 |00 41 31.11| 0.21|-09 22 13.2| 3.3|   35.39|   3.54
176.27700|+19.61775|1145.1+1937 |11 45 06.48| 0.21|+19 37 03.9| 3.1|   35.45|   3.55
204.70596|+38.85339|1338.8+3851 |13 38 49.43| 0.25|+38 51 12.2| 3.0|   35.46|   3.55
033.90367|-12.99200|0215.6-1259 |02 15 36.88| 0.20|-12 59 31.2| 3.0|   35.48|   3.58
140.29850|+45.66356|0921.1+4539 |09 21 11.64| 0.27|+45 39 48.8| 3.0|   35.71|   3.65
215.75242|+19.59072|1423.0+1935 |14 23 00.58| 0.20|+19 35 26.6| 3.0|   35.78|   3.63
081.11217|+28.21506|0524.4+2812 |05 24 26.92| 0.23|+28 12 54.2| 3.1|   35.88|   3.62
010.21021|+10.05722|0040.8+1003 |00 40 50.45| 0.19|+10 03 26.0| 3.0|   36.04|   3.66
224.78504|+71.67208|1459.1+7140 |14 59 08.41| 0.61|+71 40 19.5| 3.0|   36.70|   3.67
147.54442|+14.33328|0950.1+1419 |09 50 10.66| 0.20|+14 19 59.8| 3.0|   36.98|   3.78
231.02279|+54.47161|1524.0+5428 |15 24 05.47| 0.33|+54 28 17.8| 3.0|   37.07|   3.78
280.41817| -1.87619|1841.6-0152 |18 41 40.36| 0.21|-01 52 34.3| 3.1|   37.29|   3.77
144.84837|+83.25667|0939.3+8315 |09 39 23.61| 1.63|+83 15 24.0| 3.0|   37.49|   3.82
073.34692|+31.49067|0453.3+3129 |04 53 23.26| 0.22|+31 29 26.4| 3.0|   37.54|   3.83
005.10629|+15.68114|0020.4+1540 |00 20 25.51| 0.20|+15 40 52.1| 3.0|   37.64|   3.77
280.62746|+79.75947|1842.5+7945 |18 42 30.59| 1.10|+79 45 34.1| 3.2|   37.65|   3.81
039.43204|-19.54236|0237.7-1932 |02 37 43.69| 0.20|-19 32 32.5| 3.0|   37.76|   3.83
151.99992| +7.50419|1007.9+0730 |10 07 59.98| 0.19|+07 30 15.1| 3.0|   37.79|   3.85
095.42146|+14.53636|0621.6+1432 |06 21 41.15| 0.20|+14 32 10.9| 3.0|   37.86|   3.79
058.13212| -7.18442|0352.5-0711 |03 52 31.71| 0.19|-07 11 03.9| 3.0|   37.92|   3.85
151.29883|-21.74717|1005.1-2144 |10 05 11.72| 0.21|-21 44 49.8| 3.0|   38.12|   3.87
271.27658|+11.02594|1805.1+1101 |18 05 06.38| 0.19|+11 01 33.4| 3.0|   38.20|   3.89
103.81092|+54.14983|0655.2+5408 |06 55 14.62| 0.33|+54 08 59.4| 3.0|   38.47|   3.85
145.56421|+13.76392|0942.2+1345 |09 42 15.41| 0.20|+13 45 50.1| 3.0|   38.58|   3.92
133.28629|+13.88314|0853.1+1352 |08 53 08.71| 0.20|+13 52 59.3| 3.0|   38.78|   3.95
174.79458|-13.84528|1139.1-1350 |11 39 10.70| 0.20|-13 50 43.0| 3.0|   38.96|   3.96
116.88100|-19.29417|0747.5-1917 |07 47 31.44| 0.20|-19 17 39.0| 3.0|   39.06|   3.97
279.60883|+17.19933|1838.4+1711 |18 38 26.12| 0.20|+17 11 57.6| 3.2|   39.16|   3.90
184.89196| +5.83036|1219.5+0549 |12 19 34.07| 0.22|+05 49 49.3| 3.2|   39.17|   3.93
082.87300| +6.50744|0531.4+0630 |05 31 29.52| 0.19|+06 30 26.8| 3.0|   39.41|   4.03
146.06775| +9.77244|0944.2+0946 |09 44 16.26| 0.19|+09 46 20.8| 3.0|   39.76|   4.08
281.01100|+45.55969|1844.0+4533 |18 44 02.64| 0.28|+45 33 34.9| 3.1|   39.85|   4.12
051.83137|+55.34142|0327.3+5520 |03 27 19.53| 0.34|+55 20 29.1| 3.0|   40.14|   4.09
057.91625|-27.73283|0351.6-2743 |03 51 39.90| 0.22|-27 43 58.2| 3.1|   40.39|   4.04
215.70654|-27.46603|1422.8-2727 |14 22 49.57| 0.22|-27 27 57.7| 3.0|   40.52|   4.12
137.38967|+42.89608|0909.5+4253 |09 09 33.52| 0.26|+42 53 45.9| 3.0|   40.56|   4.06
324.43367|-14.54803|2137.7-1432 |21 37 44.08| 0.20|-14 32 52.9| 3.0|   40.73|   4.09
101.35083|+21.36344|0645.4+2121 |06 45 24.20| 0.20|+21 21 48.4| 3.0|   40.87|   4.15
009.03362|+58.93042|0036.1+5855 |00 36 08.07| 0.37|+58 55 49.5| 3.1|   41.04|   4.20
140.27496|+45.63903|0921.0+4538 |09 21 05.99| 0.27|+45 38 20.5| 3.0|   41.72|   4.23
147.99512| -0.02392|0951.9-0001 |09 51 58.83| 0.19|-00 01 26.1| 3.0|   41.93|   4.19
280.35162| -1.87828|1841.4-0152 |18 41 24.39| 0.20|-01 52 41.8| 3.1|   41.97|   4.24
357.72875|+64.67086|2350.9+6440 |23 50 54.90| 0.46|+64 40 15.1| 3.1|   42.09|   4.41
035.22683| -1.94692|0220.9-0156 |02 20 54.44| 0.19|-01 56 48.9| 3.0|   42.34|   4.31
063.41862|+11.20592|0413.6+1112 |04 13 40.47| 0.20|+11 12 21.3| 3.1|   43.03|   4.34
122.22187|-10.46761|0808.8-1028 |08 08 53.25| 0.19|-10 28 03.4| 3.1|   43.66|   4.40
039.51062|+59.19875|0238.0+5911 |02 38 02.55| 0.37|+59 11 55.5| 3.0|   43.76|   4.44
053.55962| -1.18867|0334.2-0111 |03 34 14.31| 0.19|-01 11 19.2| 3.1|   44.13|   4.45
017.07179|-16.07283|0108.2-1604 |01 08 17.23| 0.20|-16 04 22.2| 3.0|   44.44|   4.49
281.40687| +9.89558|1845.6+0953 |18 45 37.65| 0.19|+09 53 44.1| 3.0|   44.49|   4.53
075.74342|+25.27297|0502.9+2516 |05 02 58.42| 0.21|+25 16 22.7| 3.0|   44.67|   4.55
326.04937|+28.17203|2144.1+2810 |21 44 11.85| 0.22|+28 10 19.3| 3.0|   44.75|   4.52
228.41875|+26.12525|1513.6+2607 |15 13 40.50| 0.21|+26 07 30.9| 3.1|   45.21|   4.55
158.39129|+58.24250|1033.5+5814 |10 33 33.91| 0.36|+58 14 33.0| 3.0|   45.25|   4.59
184.81375| +5.82453|1219.2+0549 |12 19 15.30| 0.21|+05 49 28.3| 3.1|   46.02|   4.61
176.37217|+31.56189|1145.4+3133 |11 45 29.32| 0.22|+31 33 42.8| 3.0|   46.46|   4.69
123.86637| -3.14058|0815.4-0308 |08 15 27.93| 0.19|-03 08 26.1| 3.0|   47.02|   4.78
108.26037|+11.77039|0713.0+1146 |07 13 02.49| 0.20|+11 46 13.4| 3.0|   47.42|   4.80
009.58575| -2.12675|0038.3-0207 |00 38 20.58| 0.19|-02 07 36.3| 3.0|   47.44|   4.87
077.63462|-18.64447|0510.5-1838 |05 10 32.31| 0.20|-18 38 40.1| 3.0|   47.51|   4.87
298.06450| +2.50864|1952.2+0230 |19 52 15.48| 0.20|+02 30 31.1| 3.1|   48.28|   4.85
146.95717| +7.42086|0947.8+0725 |09 47 49.72| 0.20|+07 25 15.1| 3.0|   48.74|   4.92
013.99937|+68.37197|0055.9+6822 |00 55 59.85| 0.52|+68 22 19.1| 3.0|   49.11|   4.98
121.39663|+24.16450|0805.5+2409 |08 05 35.19| 0.21|+24 09 52.2| 3.1|   50.13|   5.03
057.87200|-14.49342|0351.4-1429 |03 51 29.28| 0.20|-14 29 36.3| 3.0|   51.23|   5.17
168.66117|+40.62253|1114.6+4037 |11 14 38.68| 0.25|+40 37 21.1| 3.0|   51.25|   5.21
194.23912|+47.33936|1256.9+4720 |12 56 57.39| 0.28|+47 20 21.7| 3.0|   51.76|   5.27
319.71837|+49.61667|2118.8+4936 |21 18 52.41| 0.30|+49 37 00.0| 3.0|   52.35|   5.32
242.40083|+65.94522|1609.6+6556 |16 09 36.20| 0.47|+65 56 42.8| 3.0|   53.01|   5.36
341.42512|+39.68264|2245.7+3940 |22 45 42.03| 0.25|+39 40 57.5| 3.0|   54.28|   5.47
085.65079|+49.85183|0542.6+4951 |05 42 36.19| 0.30|+49 51 06.6| 3.0|   54.99|   5.50
316.03121|+76.55283|2104.1+7633 |21 04 07.49| 0.82|+76 33 10.2| 3.0|   55.26|   5.67
059.73937|+10.45444|0358.9+1027 |03 58 57.45| 0.19|+10 27 16.0| 3.0|   55.70|   5.63
281.60454| -2.98975|1846.4-0259 |18 46 25.09| 0.23|-02 59 23.1| 3.2|   55.96|   5.64
193.65579|-12.55931|1254.6-1233 |12 54 37.39| 0.20|-12 33 33.5| 3.1|   56.83|   5.68
359.25354|-34.75836|2357.0-3445 |23 57 00.85| 0.23|-34 45 30.1| 3.0|   57.62|   5.85
349.04787|+59.53831|2316.1+5932 |23 16 11.49| 1.93|+59 32 17.9|11.1|   57.68|  11.27
104.74021|-24.29033|0658.9-2417 |06 58 57.65| 0.21|-24 17 25.2| 3.0|   58.18|   5.87
349.14700| +4.08839|2316.5+0405 |23 16 35.28| 0.19|+04 05 18.2| 3.0|   58.20|   5.91
230.46058| +7.69314|1521.8+0741 |15 21 50.54| 0.19|+07 41 35.3| 3.0|   58.35|   5.92
197.91462|-22.27858|1311.6-2216 |13 11 39.51| 0.21|-22 16 42.9| 3.0|   58.51|   5.95
227.74896| +7.86342|1510.9+0751 |15 10 59.75| 0.20|+07 51 48.3| 3.1|   59.13|   5.94
351.29862|+56.01378|2325.1+5600 |23 25 11.67| 1.35|+56 00 49.6|14.6|   60.20|  11.88
093.45625|+26.07672|0613.8+2604 |06 13 49.50| 0.21|+26 04 36.2| 3.0|   60.86|   6.16
047.49979|+17.09947|0309.9+1705 |03 09 59.95| 0.20|+17 05 58.1| 3.0|   61.71|   6.22
135.44767|-25.92100|0901.7-2555 |09 01 47.44| 0.21|-25 55 15.6| 3.0|   62.40|   6.33
006.27400|+64.09903|0025.0+6405 |00 25 05.76| 0.97|+64 05 56.5| 5.8|   62.89|   6.50
241.18958| +1.29642|1604.7+0117 |16 04 45.50| 0.19|+01 17 47.1| 3.0|   63.50|   6.35
062.01350|+43.00522|0408.0+4300 |04 08 03.24| 0.26|+43 00 18.8| 3.1|   64.21|   6.48
017.21229|+13.31136|0108.8+1318 |01 08 50.95| 0.20|+13 18 40.9| 3.0|   65.50|   6.63
064.61979|+38.03922|0418.4+3802 |04 18 28.75| 0.25|+38 02 21.2| 3.1|   66.22|   6.67
024.10138|+20.95578|0136.4+2057 |01 36 24.33| 0.20|+20 57 20.8| 3.0|   67.10|   6.76
071.15533|-28.16433|0444.6-2809 |04 44 37.28| 0.22|-28 09 51.6| 3.0|   69.48|   7.00
305.02658|+29.70333|2020.1+2942 |20 20 06.38| 0.22|+29 42 12.0| 3.0|   69.49|   7.09
150.45158|+28.78506|1001.8+2847 |10 01 48.38| 0.22|+28 47 06.2| 3.0|   70.88|   7.12
024.42287|+33.16047|0137.6+3309 |01 37 41.49| 0.23|+33 09 37.7| 3.0|   71.02|   7.10
035.71729|+86.31644|0222.8+8618 |02 22 52.15| 2.98|+86 18 59.2| 3.2|   71.75|   7.19
319.57829|+60.80356|2118.3+6048 |21 18 18.79| 0.39|+60 48 12.8| 3.0|   72.14|   7.28
010.78812|+52.05761|0043.1+5203 |00 43 09.15| 0.31|+52 03 27.4| 3.0|   73.89|   7.51
350.76325|+56.82078|2323.0+5649 |23 23 03.18| 1.41|+56 49 14.8|17.3|   74.01|  13.61
341.47162|+39.69228|2245.8+3941 |22 45 53.19| 0.25|+39 41 32.2| 3.0|   77.15|   7.76
006.40550|+64.17344|0025.6+6410 |00 25 37.32| 0.57|+64 10 24.4| 4.1|   77.56|   7.80
064.57258|+38.02328|0418.2+3801 |04 18 17.42| 0.25|+38 01 23.8| 3.1|   78.14|   7.84
006.25692|+64.15817|0025.0+6409 |00 25 01.66| 0.70|+64 09 29.4| 6.0|   78.64|   7.97
328.96837|+38.00756|2155.8+3800 |21 55 52.41| 0.24|+38 00 27.2| 3.0|   81.56|   8.16
240.63079| +1.96517|1602.5+0157 |16 02 31.39| 0.19|+01 57 54.6| 3.0|   86.70|   8.79
262.67296|-21.47950|1730.6-2128 |17 30 41.51| 0.24|-21 28 46.2| 3.9|   90.97|   9.09
006.39562|+64.10081|0025.5+6406 |00 25 34.95| 0.97|+64 06 02.9| 4.0|   98.57|   9.85
214.78475| +6.47622|1419.1+0628 |14 19 08.34| 0.19|+06 28 34.4| 3.0|   99.61|   9.96
096.79092| -5.88639|0627.1-0553 |06 27 09.82| 0.19|-05 53 11.0| 3.0|   99.73|  10.09
351.64617|+55.70278|2326.5+5542 |23 26 35.08| 1.77|+55 42 10.0|14.8|  100.14|  15.21
247.15921|+39.55064|1628.6+3933 |16 28 38.21| 0.25|+39 33 02.3| 3.0|  112.38|  11.31
320.93621|+25.07114|2123.7+2504 |21 23 44.69| 0.21|+25 04 16.1| 3.0|  112.59|  11.43
212.83462|+52.20111|1411.3+5212 |14 11 20.31| 0.31|+52 12 04.0| 3.0|  120.27|  12.03
229.18492| +7.02203|1516.7+0701 |15 16 44.38| 0.19|+07 01 19.3| 3.0|  121.65|  12.44
277.38271|+48.74619|1829.5+4844 |18 29 31.85| 0.29|+48 44 46.3| 3.0|  125.78|  12.80
226.24750|+26.01303|1504.9+2600 |15 04 59.40| 0.21|+26 00 46.9| 3.1|  129.86|  12.95
123.40137|+48.21700|0813.6+4813 |08 13 36.33| 0.29|+48 13 01.2| 3.0|  136.40|  13.88
049.95025|+41.51183|0319.8+4130 |03 19 48.06| 0.25|+41 30 42.6| 3.0|  138.40|  14.03
349.50146|+54.72561|2318.0+5443 |23 18 00.35| 1.88|+54 43 32.2|11.0|  138.75|  17.12
187.27471| +2.04889|1229.0+0202 |12 29 05.93| 0.19|+02 02 56.0| 3.0|  149.96|  15.00
303.61483|+23.58178|2014.4+2334 |20 14 27.56| 0.21|+23 34 54.4| 3.0|  153.68|  15.62
333.60692|-17.02808|2214.4-1701 |22 14 25.66| 0.20|-17 01 41.1| 3.0|  164.15|  16.62
076.17779|+38.10356|0504.7+3806 |05 04 42.67| 0.24|+38 06 12.8| 3.1|  192.26|  19.32
187.67567|+12.37422|1230.7+1222 |12 30 42.16| 0.22|+12 22 27.2| 3.6|  219.69|  22.12
187.74987|+12.39881|1230.9+1223 |12 30 59.97| 0.22|+12 23 55.7| 3.7|  304.63|  30.39
187.66492|+12.30686|1230.6+1218 |12 30 39.58| 0.31|+12 18 24.7| 4.2|  313.97|  31.29
069.26967|+29.67100|0437.0+2940 |04 37 04.72| 0.22|+29 40 15.6| 3.0|  454.97|  46.76
260.12987| -0.97750|1720.5-0058 |17 20 31.17| 0.19|-00 58 39.0| 3.0|  455.26|  45.60
252.77133| +5.00344|1651.0+0500 |16 51 05.12| 0.19|+05 00 12.4| 3.0|  492.78|  50.17
252.80083| +4.99772|1651.2+0459 |16 51 12.20| 0.19|+04 59 51.8| 3.0|  545.42|  55.70
139.51512|-12.08389|0918.0-1205 |09 18 03.63| 0.20|-12 05 02.0| 3.0|  579.59|  58.05
187.70262|+12.38769|1230.8+1223 |12 30 48.63| 0.20|+12 23 15.7| 3.0|  729.08|  74.42
083.62733|+22.03728|0534.5+2202 |05 34 30.56| 0.21|+22 02 14.2| 3.0| 1888.55| 188.54
350.86750|+58.82161|2323.4+5849 |23 23 28.20| 0.37|+58 49 17.8| 3.0| 9097.14| 909.33
350.80367|+58.84464|2323.2+5850 |23 23 12.88| 0.37|+58 50 40.7| 3.0| 9744.91| 976.12
299.86217|+40.73589|1959.4+4044 |19 59 26.92| 0.25|+40 44 09.2| 3.0|16611.68|1667.59

